기준_년분기_코드,행정동_코드,행정동_코드_명,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,공항_수,철도_역_수,버스_터미널_수,지하철_역_수,버스_정거장_수
20232,11710590,송파2동,79,3,1,,,11,3,1,2,3,,,,,,,,,,7
20233,11710590,송파2동,79,3,1,,,11,3,1,2,3,,,,,,,,,,7
20231,11710600,석촌동,159,3,7,,2,27,3,2,,,,,,,,,,,,20
20232,11710600,석촌동,159,3,7,,2,27,3,2,,,,,,,,,,,,20
20233,11710600,석촌동,159,3,7,,2,27,3,2,,,,,,,,,,,,20
20231,11710632,가락2동,143,3,6,,,17,4,2,1,,,,,,,,,,1,22
20232,11710632,가락2동,143,3,6,,,17,4,2,1,,,,,,,,,,1,22
20233,11710632,가락2동,143,3,6,,,17,4,2,1,,,,,,,,,,1,22
20231,11710641,문정1동,70,3,1,,,5,1,1,1,,,,,,,,,,,19
20232,11710641,문정1동,70,3,1,,,5,1,1,1,,,,,,,,,,,19
20233,11710641,문정1동,70,3,1,,,5,1,1,1,,,,,,,,,,,19
20231,11710642,문정2동,149,10,12,,1,22,,1,,,,,,2,,,,,3,14
20232,11710642,문정2동,149,10,12,,1,22,,1,,,,,,2,,,,,3,14
20233,11710642,문정2동,149,10,12,,1,22,,1,,,,,,2,,,,,3,14
20231,11710646,장지동,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41
20232,11710646,장지동,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41
20233,11710646,장지동,136,4,3,,,10,1,2,1,3,,,,1,,,,,1,41
20231,11710647,위례동,84,3,1,,,5,2,2,1,,,,,,,,,,,32
20232,11710647,위례동,84,3,1,,,5,2,2,1,,,,,,,,,,,32
20233,11710647,위례동,84,3,1,,,5,2,2,1,,,,,,,,,,,32
20231,11710650,잠실본동,192,5,9,,1,24,,1,,,,,,,,,,,1,12
20232,11710650,잠실본동,192,5,9,,1,24,,1,,,,,,,,,,,1,12
20233,11710650,잠실본동,192,5,9,,1,24,,1,,,,,,,,,,,1,12
20231,11710670,잠실2동,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5
20232,11710670,잠실2동,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5
20233,11710670,잠실2동,91,4,6,,,14,1,2,2,2,,,,,,,,,1,5
20231,11710680,잠실3동,103,5,9,,,11,1,3,,1,,,,,,,,,,16
20232,11710680,잠실3동,103,5,9,,,11,1,3,,1,,,,,,,,,,16
20233,11710680,잠실3동,103,5,9,,,11,1,3,,1,,,,,,,,,,16
20231,11710690,잠실4동,74,3,3,,,10,1,2,,1,,,,,,,,,2,7
20232,11710690,잠실4동,74,3,3,,,10,1,2,,1,,,,,,,,,2,7
20233,11710690,잠실4동,74,3,3,,,10,1,2,,1,,,,,,,,,2,7
20231,11710710,잠실6동,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13
20232,11710710,잠실6동,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13
20233,11710710,잠실6동,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13
20231,11710720,잠실7동,30,2,4,,,4,,1,2,1,,,,,,,,,2,3
20232,11710720,잠실7동,30,2,4,,,4,,1,2,1,,,,,,,,,2,3
20233,11710720,잠실7동,30,2,4,,,4,,1,2,1,,,,,,,,,2,3
20231,11740515,강일동,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79
20232,11740515,강일동,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79
20233,11740515,강일동,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79
20231,11740520,상일동,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37
20232,11740520,상일동,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37
20233,11740520,상일동,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37
20231,11740530,명일1동,151,5,6,,2,17,,1,,,,,,,,,,,1,22
20232,11740530,명일1동,151,5,6,,2,17,,1,,,,,,,,,,,1,22
20233,11740530,명일1동,151,5,6,,2,17,,1,,,,,,,,,,,1,22
20231,11740540,명일2동,107,3,6,,,18,4,2,,1,,,,,,,,,,18
20232,11740540,명일2동,107,3,6,,,18,4,2,,1,,,,,,,,,,18
20233,11740540,명일2동,107,3,6,,,18,4,2,,1,,,,,,,,,,18
20231,11740550,고덕1동,92,3,,,,4,1,2,1,1,,,,,,,,,1,26
20232,11740550,고덕1동,92,3,,,,4,1,2,1,1,,,,,,,,,1,26
20233,11740550,고덕1동,92,3,,,,4,1,2,1,1,,,,,,,,,1,26
20231,11740560,고덕2동,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25
20232,11740560,고덕2동,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25
20233,11740560,고덕2동,78,3,1,,,9,1,2,1,2,,,,,,,,,1,25
20231,11740570,암사1동,90,2,1,,,8,1,1,,,1,,1,,,,,,,13
20232,11740570,암사1동,90,2,1,,,8,1,1,,,1,,1,,,,,,,13
20233,11740570,암사1동,90,2,1,,,8,1,1,,,1,,1,,,,,,,13
20231,11740580,암사2동,61,1,3,,,6,1,2,,,,,,,,,,,1,6
20232,11740580,암사2동,61,1,3,,,6,1,2,,,,,,,,,,,1,6
20233,11740580,암사2동,61,1,3,,,6,1,2,,,,,,,,,,,1,6
20231,11740590,암사3동,50,2,1,,,5,1,,2,1,,,,,,,,,,12
20232,11740590,암사3동,50,2,1,,,5,1,,2,1,,,,,,,,,,12
20233,11740590,암사3동,50,2,1,,,5,1,,2,1,,,,,,,,,,12
20231,11740600,천호1동,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11
20232,11740600,천호1동,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11
20233,11740600,천호1동,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11
20231,11740610,천호2동,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22
20232,11740610,천호2동,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22
20233,11740610,천호2동,203,4,3,,1,26,1,1,1,,,,,,3,,,,,22
20231,11740620,천호3동,115,4,3,,2,14,,,1,,,,,,1,,,,,11
20232,11740620,천호3동,115,4,3,,2,14,,,1,,,,,,1,,,,,11
20233,11740620,천호3동,115,4,3,,2,14,,,1,,,,,,1,,,,,11
20231,11740640,성내1동,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20
20232,11740640,성내1동,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20
20233,11740640,성내1동,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20
20231,11740650,성내2동,113,2,3,,4,14,,,,,,,,1,,,,,3,16
20232,11740650,성내2동,113,2,3,,4,14,,,,,,,,1,,,,,3,16
20233,11740650,성내2동,113,2,3,,4,14,,,,,,,,1,,,,,3,16
20231,11740660,성내3동,136,4,5,,,13,2,,,,2,,,,,,,,1,13
20232,11740660,성내3동,136,4,5,,,13,2,,,,2,,,,,,,,1,13
20233,11740660,성내3동,136,4,5,,,13,2,,,,2,,,,,,,,1,13
20231,11740685,길동,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36
20232,11740685,길동,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36
20233,11740685,길동,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36
20231,11710610,삼전동,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12
20232,11710610,삼전동,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12
20233,11710610,삼전동,118,4,2,,,14,3,1,1,1,,,,,1,,,,1,12
20231,11710620,가락본동,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21
20232,11710620,가락본동,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21
20233,11710620,가락본동,144,5,9,1,5,21,1,2,2,,,,,,,,,,,21
20231,11710631,가락1동,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16
20232,11710631,가락1동,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16
20233,11710631,가락1동,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16
20231,11680720,일원본동,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32
20232,11680720,일원본동,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32
20233,11680720,일원본동,103,2,6,1,,15,2,2,1,2,,,,,,,,,1,32
20231,11680730,일원1동,74,4,1,,,11,1,2,,1,,,,,,,,,,18
20232,11680730,일원1동,74,4,1,,,11,1,2,,1,,,,,,,,,,18
20233,11680730,일원1동,74,4,1,,,11,1,2,,1,,,,,,,,,,18
20231,11680740,일원2동,66,3,3,,,6,2,1,1,,,,,,,,,,1,13
20232,11680740,일원2동,66,3,3,,,6,2,1,1,,,,,,,,,,1,13
20233,11680740,일원2동,66,3,3,,,6,2,1,1,,,,,,,,,,1,13
20231,11680750,수서동,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23
20232,11680750,수서동,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23
20233,11680750,수서동,89,3,3,,,11,2,1,1,2,,,,,,,,,2,23
20231,11710510,풍납1동,48,3,,,1,6,1,1,,,,,,,,,,,,6
20232,11710510,풍납1동,48,3,,,1,6,1,1,,,,,,,,,,,,6
20233,11710510,풍납1동,48,3,,,1,6,1,1,,,,,,,,,,,,6
20231,11740690,둔촌1동,14,,,,,,,2,,1,,,,,,,,,1,6
20232,11740690,둔촌1동,14,,,,,,,2,,1,,,,,,,,,1,6
20233,11740690,둔촌1동,14,,,,,,,2,,1,,,,,,,,,1,6
20231,11740700,둔촌2동,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32
20232,11740700,둔촌2동,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32
20233,11740700,둔촌2동,129,5,4,1,,17,2,1,2,1,,,,,,,,,1,32
20224,11110540,삼청동,49,10,4,,1,1,,,1,1,2,,,,,,,,,16
20224,11110700,숭인1동,43,3,1,,,3,1,,,,,,,,,,,,,14
20224,11110630,종로5?6가동,212,7,8,,,31,,1,,,1,,4,,3,,,,1,23
20224,11140635,약수동,87,4,2,,1,12,2,,,,,,,,,,,,2,12
20224,11170700,보광동,70,4,1,,,8,1,,1,1,6,,,,,,,,,14
20224,11170690,서빙고동,61,15,1,,,1,,1,1,,,,,,,,,,1,21
20224,11170660,이태원2동,60,8,5,,,3,1,1,,1,,,,,,,,,,22
20224,11200540,마장동,111,6,5,,,8,2,2,2,,,,,,,,,,1,29
20224,11200645,옥수동,129,4,2,,,10,2,2,1,1,,,,,,,,,2,45
20224,11200580,응봉동,56,3,,,,2,,1,1,,,,,,,,,,1,30
20224,11215810,광장동,139,5,9,,,9,3,3,3,1,11,,,,,,,,1,32
20224,11215730,군자동,135,5,5,,1,12,1,2,,,20,,,1,,,,,,23
20224,11215830,자양2동,95,2,1,,,8,2,4,2,1,,,1,,,,,,,21
20224,11215750,중곡2동,104,2,4,,,14,1,1,,,,,,,,,,,2,21
20224,11230660,장안2동,168,3,2,,2,21,1,2,,1,1,,,1,1,,,,,38
20224,11260610,중화2동,123,2,3,,,14,,,,,,,2,,,,,,3,32
20224,11290555,삼선동,163,7,5,,,14,,1,1,2,14,,,,,,,,2,46
20224,11290525,성북동,166,6,4,,,6,2,1,3,2,5,,,,,,,,,55
20224,11290640,정릉3동,124,4,1,,,2,,1,3,1,28,,,,,,,,,38
20224,11305625,수유2동,85,3,,,,12,3,,,,,,,,,,,,1,15
20224,11305645,우이동,132,2,,,,7,1,,1,,2,,,,,,,,3,54
20224,11320700,방학2동,64,3,,,,7,,1,1,,,,,,,,,,,23
20224,11350595,공릉1동,211,4,6,,4,21,3,3,,,1,,1,,,,,,3,54
20224,11350600,공릉2동,271,7,6,1,,14,3,4,4,2,64,,1,,,,,,1,63
20224,11350630,상계1동,190,5,2,,,14,3,3,2,1,,,,1,,,,,1,38
20224,11350670,상계5동,105,2,1,,,11,,1,,,,,,,3,,,,1,36
20224,11350700,상계8동,92,3,3,,,7,,,1,,,,,,,,,,1,15
20224,11350560,월계1동,159,4,2,,,10,2,1,1,1,17,,,,,,,,,59
20224,11350611,하계1동,133,4,3,1,,9,1,1,2,4,16,,,,,,,,,41
20224,11380625,역촌동,176,5,5,,2,18,2,1,,,,,,,,,,,,51
20224,11410585,신촌동,368,6,10,1,,22,1,3,1,1,109,1,,4,3,,,,2,60
20224,11410685,홍은2동,161,4,2,1,,8,,2,3,1,12,,,,,,,,,83
20224,11440660,서교동,358,13,22,,,31,1,1,,,2,,,5,3,,,,7,88
20224,11440590,용강동,90,7,6,,1,10,2,1,,,,,,,,,,,1,24
20224,11470510,목1동,190,5,12,,1,21,1,1,1,1,2,,,2,,,,,2,29
20224,11470611,신월7동,74,6,1,,,10,2,,1,,,,,,,,,,,21
20224,11470630,신정2동,71,3,1,,,7,1,2,1,,,,,,,,,,,20
20224,11470640,신정3동,203,4,1,,,15,1,3,1,4,,,,,,,,,1,81
20224,11470650,신정4동,161,3,8,1,1,16,3,2,,2,,,,,,,,,1,18
20224,11500605,가양3동,52,3,,,,4,3,2,1,1,,,,,,,,,1,13
20224,11500510,염창동,147,5,3,,1,15,,2,2,,,,,,,,,,2,35
20224,11500615,우장산동,158,4,4,,3,12,3,2,,,5,,,,,,,,1,33
20224,11530540,구로3동,187,7,18,,,15,1,2,1,,,,,,5,,,,2,47
20224,11545510,가산동,304,10,25,,1,21,2,,,,,,,1,17,,,,3,111
20224,11560700,대림1동,81,2,4,2,,18,,1,1,,,,2,,3,,,,,16
20224,11560670,신길5동,66,3,,,,,1,1,1,1,,,,,5,,,,,31
20224,11590651,사당5동,61,4,,,,3,1,2,1,1,,,,,,,,,,28
20224,11620695,신림동,168,2,3,,,17,,,,,,,,,4,,,,1,16
20224,11620625,인헌동,105,2,5,,,14,1,,1,1,,,2,,,,,,1,23
20224,11620725,조원동,96,3,1,,1,12,,1,,,,,1,,,,,,,30
20224,11650580,반포3동,109,3,7,,,11,,1,1,,,,,,,,,,,18
20224,11680610,대치2동,210,6,26,,2,20,,2,1,1,,,,,,,,,2,39
20224,11680590,삼성2동,177,10,11,,,11,,1,1,,1,,,,,,,,4,28
20224,11680740,일원2동,66,3,3,,,6,2,1,1,,,,,,,,,,1,13
20224,11710631,가락1동,82,2,8,,,13,1,1,1,,,,1,,,,,,3,16
20224,11710532,거여2동,78,3,3,,1,12,1,1,1,,,,,,,,,,,11
20224,11710561,방이1동,73,2,1,,,10,2,2,1,1,,,,,,,,,1,11
20224,11740690,둔촌1동,14,,,,,,,2,,1,,,,,,,,,1,6
20224,11740530,명일1동,151,5,6,,2,17,,1,,,,,,,,,,,1,22
20224,11740640,성내1동,98,6,4,,2,9,1,2,1,,1,,,1,,,,,,20
20224,11740620,천호3동,115,4,3,,2,14,,,1,,,,,,1,,,,,11
20224,11110600,가회동,63,5,3,,,1,1,1,1,2,1,,,,,,,,,22
20224,11110580,교남동,78,4,3,2,,17,,,,1,1,,,,,,,,,26
20224,11110640,이화동,119,4,4,1,,11,,,2,,37,,,,,,,,1,28
20224,11110650,혜화동,145,6,5,,,16,3,1,1,4,26,,,1,,,,,,36
20224,11140615,신당동,99,7,5,,1,12,,1,1,3,,,3,,1,,,,2,8
20224,11140680,중림동,77,3,2,,,7,,1,,2,1,,,,5,,,,,14
20224,11140645,청구동,34,2,,,,3,1,2,1,1,,,,,,,,,,5
20224,11170650,이태원1동,71,8,5,,,3,,1,,,,,3,,,,,,1,14
20224,11170510,후암동,80,6,1,,,7,1,2,,1,,,2,,,,,,,18
20224,11200670,성수2가1동,109,3,3,,,13,,1,2,1,,,2,,1,,,,,38
20224,11200690,성수2가3동,104,3,16,,,11,,2,,,,,,1,,,,,1,20
20224,11200790,용답동,82,7,2,,,8,,1,,,,,1,,,,,,2,11
20224,11200570,행당2동,79,2,2,,,4,1,1,1,1,,,,,,,,,1,24
20224,11215870,구의3동,133,5,4,,,16,2,1,,,,,1,1,,,,1,1,25
20224,11230600,답십리1동,124,4,5,,,9,,2,1,,,,,,,,,,,25
20224,11230710,회기동,84,3,5,1,,10,1,3,1,1,14,,,,,,,,,10
20224,11260660,망우3동,54,1,1,,1,3,,2,,1,,,3,,,,,,,11
20224,11290590,돈암2동,88,4,2,,,4,6,1,,,,,,1,,,,,,38
20224,11290715,월곡1동,108,2,3,,,10,,2,1,1,,,,,1,,,,,30
20224,11290620,정릉1동,63,2,,,,6,2,,,,1,,,,,,,,,19
20224,11290650,정릉4동,133,7,3,,,12,2,1,,2,11,,,,,,,,1,40
20224,11305615,수유1동,153,4,2,,,12,,2,3,1,,,1,,,,,,1,40
20224,11320514,창4동,130,7,4,,,8,1,2,1,2,,,,,,,,,,51
20224,11320515,창5동,119,7,3,,3,12,1,3,,,,,,2,,,,,2,24
20224,11350695,상계6?7동,253,9,11,1,1,29,,3,2,1,4,,,1,,,,,,40
20224,11350612,하계2동,67,2,1,,,4,2,2,1,,,,,,,,,,1,28
20224,11380551,갈현1동,133,2,2,1,,13,1,,,,,,,,,,,,2,48
20224,11380600,응암3동,138,3,3,,1,16,1,1,2,1,,,2,,,,,,,31
20224,11410615,연희동,201,7,7,,1,16,,1,3,1,13,,,1,1,,,,,70
20224,11440565,공덕동,172,7,9,,,21,1,3,,,,,2,,,,,,4,39
20224,11470680,신정7동,107,3,2,,,8,3,3,1,1,,,,,,,,,1,30
20224,11500560,화곡3동,87,4,3,,,8,2,,,,,,,,,,,,,12
20224,11530595,가리봉동,74,,,,,6,,1,,1,,,,,23,,,,,8
20224,11530560,구로5동,167,5,4,,2,18,,3,1,1,2,1,,3,,,,,1,49
20224,11545680,시흥2동,76,2,,,,3,2,3,1,2,,,,,,,,,,30
20224,11545700,시흥4동,72,1,1,,,6,,1,1,,,,,,,,,,,27
20224,11560550,당산1동,131,6,5,,1,8,1,,,,,,,,12,,,,2,23
20224,11560710,대림2동,86,4,2,1,,16,,2,,,1,,,,1,,,,,13
20224,11590510,노량진1동,180,5,4,,,14,2,3,1,,1,,,,2,,,,3,57
20224,11620685,신사동,79,3,2,,1,10,1,1,,,1,,1,,,,,,,21
20224,11620605,은천동,123,6,,,,9,3,1,,1,,,,,,,,,,43
20224,11620615,중앙동,83,1,3,,1,14,,1,,,,,,,,,,,1,12
20224,11620595,청룡동,147,5,6,,1,23,,2,2,3,,,1,1,1,,,,1,15
20224,11620545,청림동,50,2,,,,4,2,,,,,,,,2,,,,,7
20224,11650530,서초3동,332,25,30,,3,30,1,1,1,3,2,,,,,,,1,2,77
20224,11680580,삼성1동,199,6,26,,3,13,1,1,1,1,,1,,1,,,,,3,38
20224,11680730,일원1동,74,4,1,,,11,1,2,,1,,,,,,,,,,18
20224,11710641,문정1동,70,3,1,,,5,1,1,1,,,,,,,,,,,19
20224,11710590,송파2동,79,3,1,,,11,3,1,2,3,,,,,,,,,,7
20224,11710570,오금동,134,5,5,,,13,3,3,4,2,,,,,,,,,3,27
20224,11710710,잠실6동,144,4,17,,1,23,,1,1,,,,,1,,,,,2,13
20224,11740520,상일동,105,4,2,1,,8,4,2,2,5,,,,,,,,,,37
20224,11740580,암사2동,61,1,3,,,6,1,2,,,,,,,,,,,1,6
20224,11740600,천호1동,92,4,1,,,11,,1,1,1,1,,,1,,,,,1,11
20224,11110670,창신1동,111,3,4,,,9,,2,,,,,1,,7,,,,2,11
20224,11140590,광희동,185,3,16,1,,14,,,1,,,,1,3,11,,,,3,19
20224,11140520,소공동,231,13,29,,,10,,1,4,3,,1,,3,3,,,,3,37
20224,11170640,이촌2동,26,2,,,,1,,,,,,,,,,,,,,11
20224,11170625,한강로동,242,19,19,,,21,,2,,1,,,5,3,2,,,,7,41
20224,11200615,금호2?3가동,135,3,2,,,13,,1,,,,,,,,,,,,46
20224,11200650,성수1가1동,83,4,2,,,4,1,2,1,1,,,,1,,,,,1,33
20224,11200535,왕십리도선동,189,4,4,,2,20,2,2,,2,,,,,,,,,,26
20224,11230560,전농1동,152,5,2,,1,13,3,1,1,1,,,,1,5,,,,3,35
20224,11260520,면목2동,112,3,,,1,11,2,2,,,,,8,,1,,,,,25
20224,11260580,상봉1동,78,3,1,,1,8,2,1,2,1,,,,,,,,,4,12
20224,11290685,길음2동,112,5,,,3,14,,,,,,,,,,,,,,23
20224,11290600,안암동,167,4,6,1,1,10,,1,1,1,71,,,,,,,,1,35
20224,11305535,미아동,144,3,3,,1,14,,,,1,4,,,,,,,,1,28
20224,11305603,번2동,110,5,,,,7,1,,1,,,,,,1,,,,,54
20224,11305608,번3동,95,3,1,,,8,,2,,,,,,,,,,,,37
20224,11305635,수유3동,158,4,6,,1,16,,,1,,,,,1,,,,,1,30
20224,11320690,방학1동,148,6,6,,2,15,2,1,1,1,,,,,,,,,1,39
20224,11320710,방학3동,112,3,3,,,6,3,3,1,,,,,,,,,,,47
20224,11320512,창2동,95,3,,,1,8,1,1,,,,,,,,,,,,44
20224,11350640,상계2동,182,2,1,,2,19,1,1,1,,,,,1,,,,,2,33
20224,11350621,중계1동,85,2,3,,,7,,2,1,2,,,,,,,,,,18
20224,11380520,불광1동,198,6,4,,1,17,4,2,,,,,,1,,,,,3,49
20224,11380530,불광2동,113,6,1,,,5,,3,3,1,,,3,,,,,,,32
20224,11380650,수색동,60,5,2,,,5,1,1,,,,,2,,,,,,1,22
20224,11410660,홍은1동,86,3,,,,7,1,1,,,,,,,1,,,,,32
20224,11410640,홍제3동,129,3,3,,2,14,1,2,1,,3,,4,,6,,,,1,46
20224,11440655,서강동,156,6,4,,,7,1,1,,,20,,,,,,,,2,64
20224,11440730,성산2동,158,6,3,,,13,2,3,2,,,,1,1,,,,,2,47
20224,11440630,신수동,76,4,1,,1,5,1,1,1,1,,,,,,,,,,24
20224,11440555,아현동,145,5,8,,,16,1,1,1,1,,,,,1,,,,2,23
20224,11470560,신월1동,71,3,3,,,12,1,,,,,,,,,,,,,9
20224,11530720,고척1동,135,5,4,1,1,9,,3,1,1,12,,8,,4,,,,,31
20224,11560720,대림3동,126,2,7,,1,11,3,2,1,,2,,1,,,,,,2,46
20224,11590530,상도1동,201,5,4,,1,16,2,2,1,,23,,,,,,,,2,47
20224,11620585,낙성대동,148,2,3,,,10,,1,,,37,,,,2,,,,,37
20224,11620525,보라매동,83,1,1,,,5,,1,1,1,,,,,,,,,,25
20224,11650620,방배3동,112,4,3,,2,6,,2,,1,7,,,,,,,,,50
20224,11650621,방배4동,156,3,10,,,11,,1,,1,4,,,,1,,,,1,31
20224,11650590,방배본동,103,2,6,,,16,,1,,,,,1,,,,,,,25
20224,11680660,개포1동,38,1,1,,,1,,1,2,,,,,,,,,,,29
20224,11680690,개포4동,115,3,4,,,7,,2,1,1,,,,,,,,,,49
20224,11680700,세곡동,191,4,1,,,9,3,4,1,1,,,,,,,,,,95
20224,11680640,역삼1동,542,15,49,1,3,64,1,1,,,,,,3,1,,,,1,44
20224,11680650,역삼2동,195,3,14,,2,25,,1,2,1,1,,,,,,,,,31
20224,11710632,가락2동,143,3,6,,,17,4,2,1,,,,,,,,,,1,22
20224,11710600,석촌동,159,3,7,,2,27,3,2,,,,,,,,,,,,20
20224,11710720,잠실7동,30,2,4,,,4,,1,2,1,,,,,,,,,2,3
20224,11710650,잠실본동,192,5,9,,1,24,,1,,,,,,,,,,,1,12
20224,11740515,강일동,187,5,3,,,12,2,2,2,1,,,,,,,,,3,79
20224,11740685,길동,242,6,10,1,4,34,4,3,1,,1,,,,,,,,1,36
20224,11140570,필동,123,6,9,1,,7,,2,,1,19,,,2,1,,,,2,15
20224,11140670,황학동,76,1,6,,,10,,,,,,,,,7,,,,,6
20224,11170520,용산2가동,63,3,,,,4,,1,2,2,,,,,,,,,1,29
